uid	text	label	metadata__balanced_train	metadata__row_number
10092	RT @JunkScience: Not if Planned Parenthood could have helped it. #WomensMarch https://t.co/T5wOSavvRf	0	1	10092
6048	RT @JunkScience: She should be protesting British dental care. #WomensMarch https://t.co/HMQ6rN6Sji	0	1	6048
14933	RT @JupitersMom1: #WomensMarchonWashington Waiting for the rally to start. This was an amazing day! #WomensMarch https://t.co/QROv5IL869	1	0	14933
13114	RT @JuriSense: \Unarmed Truth and Unconditional Love will have the final say in reality.\\nDr. King's Nobel Peace Prize Acceptance, 1964\n#Wo…	1	1	13114
12896	RT @JustJared: Olivia Wilde was \blown away\ by the turnout at the #WomensMarch in D.C. https://t.co/Y3aSCk7bGD https://t.co/fP5bvlKnnq	1	1	12896
16337	RT @JustLibertyRi: 😂💕😂 That's a badass tee! In the great state of WY no less. This is unbelievable WY is a ruby red state. Love it! #Womens…	1	0	16337
12748	RT @JustinGee69: Use this site to find your elected officials and tweet what democracy looks like https://t.co/tznLAAsgnX #notmypresident #…	1	0	12748
5994	RT @JusttJennnn: What an amazing and liberating feeling that was #WomensMarch 🌈🌈	1	0	5994
9884	RT @KATNlSSLAWRENCE: WOMEN ARE STRONG \nWOMEN ARE POWERFUL\nWOMEN ARE BADASS\nWOMEN DESERVE ALL THE APPRECIATION IN THE WORLD \nI LOVE Y'ALL \n#…	1	0	9884
16859	RT @KAmorphous: Another reason why I will always love @Madonna 👏 \n\n#WomensMarch #WhyWeMarch https://t.co/VPmUm9sw3p	1	0	16859
9344	RT @KAreYouSerious: ABSOLUTELY DISGRACEFUL - Imagine if she wore that in Iran or Iraq? https://t.co/vHwj1kKGIe	0	1	9344
19554	RT @KDaviesdesigns: Glasgow women's library looking for pussyhats &amp;  #WomensMarch placards for their archive https://t.co/v2LHdyMff8	1	1	19554
5270	RT @KGSCenter: CNN reports on #Prishtina's sister march #WomensMarch #Kosova #Kosovo #Pristina https://t.co/rhftPVUNbm	1	0	5270
8653	RT @KGSpark: The Wisconsin Conference UCC marching in the @womensmarch @unitedchurch #bethechurch https://t.co/2FuTKcbrwS	1	0	8653
15471	RT @KGrumke: Finally back to internet - that was the 1st time this year where the crowd was so big we didn't see other journalists for hour…	1	0	15471
6329	RT @KING5Seattle: President Trump responds to yesterday's #WomensMarch in cities across the country. 175,000 marched in Seattle. https://t.…	1	0	6329
6882	RT @KING5Seattle: WATCH: Massive Seattle #WomensMarch continues, up to 130K people &gt;&gt; https://t.co/lNJWWDleo6 https://t.co/FwsUDyVmsP	1	0	6882
4183	RT @KKL_fan: A cal to all #Christians this is what the #liberal #democrat party is about! #womensmarch is #satansmarch #pray for #America h…	0	1	4183
14939	RT @KLH128: This thread #AddHerName https://t.co/SeGS18egVS	1	0	14939
18808	RT @KMKVSKP: Please RT: cc: @_sabanaqvi @BDUTT @MaliniP @madhukishwar @AsraNomani @NazNazarian @bean3ie \n\n@ConfessionsExMu @toprakcetinkay1…	1	0	18808
10718	RT @KMMkelcoe: If we build each other up in Love rather than tear down in gossip glee we could change the world. #WomensMarch	1	0	10718
3925	RT @KMR31871: DC was upped to 1.2 Million. Add to this cities like Denver and Austin that PACKED women in .... wow! https://t.co/nBlZmw1bKX	1	0	3925
14998	RT @KMR_Studios: Came across the Hamilton's Women's March near City Hall today. #WomensMarch #HamOnt https://t.co/WYRmYn5Ij2	1	1	14998
4126	RT @KMalacara: @KikiHavens exactly  @womensmarch can't you even say her name? Just plagarize her instead?	1	0	4126
18865	RT @KNXJonathan: 3 hour wait for trains out of Universal City Red Line station #WomensMarch but people determined to make it downtown	1	1	18865
12744	RT @KPBSnews: Are you going to Trump’s #Inauguration2017 or the #womensmarch? @KQED wants to know #whyimarch\nhttps://t.co/Kv0SFrklbo https:…	1	0	12744
802	RT @KPBSnews: Momentum is building for the #WomensMarch in San Diego on Saturday. https://t.co/07plXAcrms https://t.co/zKirXMUciH	1	0	802
251	RT @KRProthro: @womensmarch HRC attended the Inauguration because that's what adults do. You guys could use a little of that.#addhername	1	0	251
8944	RT @KSPrior: And conservatives aren't much better. https://t.co/9rsuicQ78I	1	0	8944
3158	RT @K_Beckerle: Incredible photos (really: show of global solidarity) from #WomensMarch-- \Respect existence or expect resistance\ https://…	1	0	3158
15850	RT @K_Gannon: Those headed to the #WomensMarch or CHI's local march, consider donating your protest signs. Historians of material culture t…	1	0	15850
9425	RT @KaDeeStrick: #Repost @AmyWeaverTweets with @repostapp\n・・・\n#womensmarch #womensmarchla2017 https://t.co/Aa2qzYAiaH	1	0	9425
9644	RT @KaJo503: Patrick &amp; Kathleen of @Politicalgates posted pictures of the #WomensMarch in Frankfurt, Germany today. https://t.co/n6t2JagQID	1	0	9644
8197	RT @Kaargav: I'm marching to put a whole lot more \we\ in the USA #WhyIMarch @womensmarch https://t.co/KMsgxBSUzU	1	0	8197
14074	RT @KabrenaRob: Trump protestors vs. Anti-Trump protestors in front of Trump hotel  following women's march #womensmarch  #humberjournos #s…	1	0	14074
5933	RT @KadirNelson: \History...cannot be unlived, but if faced with courage need not be lived again\ -Maya Angelou. BE HEARD by @KadirNelson #…	1	0	5933
8310	RT @KaitlynKiley: The ticket lines in Braintree were so long that they just opened the gates and let everyone through for free #WomensMarch…	1	0	8310
6420	RT @KaivanShroff: Amazing to consider how much more successful #WomensMarch was vs. inauguration, ESPECIALLY when comparing their relative…	1	0	6420
5308	RT @KaivanShroff: So glad to see @womensmarch is far more popular than inauguration https://t.co/yjMU5ypeqH	1	0	5308
10833	RT @KaivanShroff: Wow. Those \coastal elites\ really turned out for the #WomensMarch https://t.co/2frHfCzN4U	1	0	10833
2890	RT @KalalBarry: #WomensMarch Hey girls....lets protest in Saudi Arabia...Who is coming to get their head chopped off? you'll will luv shari…	0	1	2890
1993	RT @Kallisti: Women's March in Denver. #WomensMarch #WomensMarchDenver #denver https://t.co/nCuNJcPHXi	1	0	1993
10768	RT @KamalaHarris: #IMarchFor the women who are being silenced for their right to choose and access to comprehensive reproductive health car…	1	0	10768
17768	RT @KamalaHarris: #IMarchFor women’s reproductive rights and the millions of women who would be left without care if @PPact is defunded. #W…	1	0	17768
463	RT @KamilKaramali: #WomensMarch in Vancouver going up Thurlow St from Jack Poole Plaza to Trump Tower. #wmwcanada #wmwYVR https://t.co/lNoL…	1	1	463
15778	RT @KangarooCaught: #WomensMarch \nWashingtonDC500k \nLA500k \nNYC300k \nChicago250k \nDenver200k \nSeattle150k \nhttps://t.co/AjVQdlr9pt … https:…	1	0	15778
626	RT @KaraAmin: Women's March in Nashville, TN. #WomensMarch #powertogethertn https://t.co/Bu5YlbKMM4	1	0	626
3884	RT @KaraCalavera: Yes, yes, YES. Somewhere around 93% of Black women voters voted for her. It's their voices that got silences in this mock…	1	0	3884
17119	RT @KarenLoucks303: We made history at #womensmarch. Let's continue to make our voices heard. First up: send a postcard to your Senators ht…	1	0	17119
2033	RT @KarenM29: Watching \Suffragette\ as I get ready for work...because today should just not even...but tomorrow will most definitely #Wome…	1	1	2033
13557	RT @KarenShueyRE: The crowd at Reading #WomensMarch  poses for a final picture chanting \love trumps hate\ https://t.co/lvXFidtoZn	1	0	13557
1527	RT @KarenUniteWomen: #RenameMillionWomenMarch only strengthens our resolve to march against misogyny and injustice. #WomensMarch	1	0	1527
6684	RT @Karendipitee: @splcenter Don't forget West Palm Beach! #WomensMarch https://t.co/uqoudgOLDF	1	0	6684
13625	RT @KarinfromMars: The man who has inspired me over these last few months. A man who chooses love over hate. A man who tells the TRUTH \nTha…	1	1	13625
2131	RT @KarlFrisch: Trump has major crowd envy. Good job, #WomensMarch.	1	0	2131
14082	RT @KarlStartsWithK: Scenes from #WomensMarch #icantkeepquiet #KWinDC https://t.co/whmT5tlPz4	1	1	14082
8947	RT @Karoli: Keep your tiny hands off my pussy - #WomensMarch https://t.co/jFCCADV3Vu	1	0	8947
11229	RT @Karoli: Pershing Square #WomensMarch https://t.co/7VmjVIpYRh	1	0	11229
18545	RT @KassyDillon: The crowd sometimes cheers. Still low energy. Sad! #WomensMarch https://t.co/kNsLiDp4tv	1	1	18545
15914	RT @KatBrezler: 2 million estimated for just 4 major cities NYC, LA, DC, and London. There were 595 other protests across the 7 continents.…	1	0	15914
17479	RT @KatEdmiston: #WomensMarch at just the moment we need 2 RISE TOGETHER, some petty extremists want to step on other women. We have 2 do b…	1	0	17479
7035	RT @KatHeartwell: Cis women : we must do a better job at protecting trans women. What harms trans women will harm us #WomensMarch	1	0	7035
8374	RT @KatHeartwell: I'm so proud that despite our many differences most of us recognize that we are human and we don't deserve to be dehumani…	1	0	8374
1949	RT @KatLinnea: @scotusginsburg was a hit at the march today #WomensMarchOnWashington #WomensMarch https://t.co/QXcg86uu3z	1	0	1949
8804	RT @KatMcKinley: There r massive Christian women's conferences all the time. They r the gold standard of showing esteem to women. Get to kn…	0	1	8804
17645	RT @KatMcNamara__: United we stand.🖤 #WomensMarch[katherinemcnamara] https://t.co/4dYTAzJwnu	1	0	17645
859	RT @KateAllenAI: Join us at Amnesty International today #WomensMarch https://t.co/AL7wf09cwd	1	1	859
12060	RT @KateBarbieDoll: Yes ladies and girls. Leave signs at President Oompa Loompa's (Trump) house. We won't be silenced! #WomensMarch #Womens…	1	0	12060
2058	RT @KateDMitchell: \The power of the people is greater than that of those in power\ - the core of democracy from @CoryBooker @CNN at #Women…	1	0	2058
6210	RT @KateJYoung: People are witty. People are good. There are millions of people on the right side of history &amp; ready to fight today. #Women…	1	0	6210
14460	RT @KateMaltby: I'm off to #WomensMarch. To those say it will change little: you're absolutely right. Here's why I'm still doing it. https:…	1	0	14460
18289	RT @KateMedia: Thousands out front of #Calgary City Hall now. Including many non-women-identified folks at #yyc #WomensMarch https://t.co/i…	1	0	18289
13200	RT @KatePeople: I don't know who you are, lady, but I adore you. #WomensMarch https://t.co/9iaEMnOxEA	1	1	13200
9454	RT @KateisDrawing: Today's girls will change the world.         Today is full of inspiration for young minds. #WomensMarchLondon #WomensMar…	1	0	9454
2297	RT @KateleighSuz: Over 12,000 protesters today at the Oklahoma State Capital. #womensmarchok #womensmarch https://t.co/ZGUNJ1Nlgl	1	0	2297
12202	RT @KatelynBeaty: \We’re not just pro-lifers who are also feminists. We’re feminists first and foremost.” https://t.co/YJuspL8WuR #WomensMa…	0	1	12202
692	RT @KatheKoja: OK this is perfect. #WomensMarch https://t.co/teObQlfRRc	1	0	692
19473	RT @KathyGr22824450: Good. 😃✊ https://t.co/Nmsofnl6U6	1	1	19473
15688	RT @KathyNeeds: More citizens telling you that they don't want you and ur an #IllegitimatePOTUS \n@realDonaldTrump @POTUS https://t.co/R3P16…	1	0	15688
16116	RT @KatieBerrington: Let's never, ever normalise hate ❤ #WomensMarch #womensmarchlondon #LoveTrumpsHate https://t.co/0Q07L3QLpU	1	1	16116
2969	RT @KatieEduardo: @addielena see you in London?! #whyIMarch https://t.co/xFnfYtxnEX	1	0	2969
18856	RT @KatieGremillion: \The YOUTH oppress My people &amp; WOMEN RULE OVER THEM. Your guides lead you ASTRAY; they turn you from the path.\ - Isai…	1	0	18856
5996	RT @KatieNordwind: Hamburg, righ tnow #WomensMarch https://t.co/mlyA22Gx1U	1	0	5996
5380	RT @KatiePavlich: Also, where were all of you on Election Day? #WomensMarch	0	1	5380
3168	RT @KatieQLowes: We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https:…	1	0	3168
429	RT @KatieS: Peaceful crowds cheering \yes we can\ and singing America the Beautiful #WomensMarch https://t.co/NRC2xySvy5	1	0	429
12394	RT @KatieSherrod3: This could have been my sign. That, and \I dislike Trump more than I dislike crowds.\ https://t.co/AuH6WGNtEW	1	0	12394
15416	RT @KatrinaNation: #WomensMarch/ Movement &amp; moment powerfully reminds that collective work is never in vain. Another future is still possib…	1	0	15416
3395	RT @KatteyOrtizTV: Crowd of protesters for #WomensMarch #WomensMarchME getting bigger in Portland https://t.co/kOIcb6apnd	1	0	3395
9387	RT @KatteyOrtizTV: NOW: Thousands across the state are participating in the #WomensMarch https://t.co/vOlasIyJMS #WomensMarchME #NEWSCENTER…	1	0	9387
11707	RT @KatyActivities: 📸 #PHOTO | More pictures of @katyperry at the #WomensMarch ❤️ https://t.co/pdKG4Z74DB	1	0	11707
11151	RT @Katymusic: The People's President, @HillaryClinton deserves to be honored at the @womensmarch. #addhername #StillWithHer	1	0	11151
14435	RT @KatzOnEarth: I got to DC yesterday during the inaugural parade. Was weirdly empty. Today the #WomensMarch was the most crowded I've eve…	1	0	14435
17165	RT @KatzOnEarth: It's as if most people didn't want him to be president. #WomensMarch https://t.co/YBZQOEDuBK	1	0	17165
2576	RT @KayfabeNews: The spirit of Roddy Piper alive and well at the Women's March. #TheyLive #WomensMarch https://t.co/JKlhvEETmQ	1	0	2576
12532	RT @KaylaLombardo11: Yesterday’s #WomensMarch didn’t just unite me with others for human rights. It made me feel like an athlete again http…	1	1	12532
17933	RT @KaylaforAmerica: Not a women's march. It's a \only women who agree with us\ march. In a time we should be uniting you segregate your ow…	0	1	17933
7789	RT @KayyyP3: Beautiful day for a walk.... am I right Ladies?!?! @womensmarch	1	0	7789
19069	RT @KazeSkyz: We hate the truth\nWe hate police officers\nWe hate veterans\nWe hate freedom\nWe hate America\nWe are the Alt-Left\nWe are CNN\n\n#W…	1	0	19069
18054	RT @KazmierskiR: Brilliant. @Madonna is thinking of blowing up the #WhiteHouse, and now these ❄️❄️❄️are threatening @POTUS with a mass #Mus…	0	1	18054
7064	RT @KealeySDPB: #marchonsiouxfalls found its way onto a list of cities with unique #WomensMarch elements. From NPR: https://t.co/GVF636ZDFI	1	0	7064
15370	RT @KeelinMadden: Really embarrassing is that they don't seem to care that they are being fools https://t.co/DR9JrmD5zU	0	1	15370
441	RT @Keep2020Alive: Boston! Today, the WORLD is #TheResistance https://t.co/Kkw04aXxTU	1	0	441
17707	RT @Keep2020Alive: Please share these organizations with your followers. In our grassroots effort to return Dems to elected seats these two…	1	0	17707
16916	RT @KeerthiKrishna3: My first #women'smarch @UTKnoxville yesterday. Solidarity and equality for all #whyimarch https://t.co/zjxgZeGGP6	1	0	16916
5275	RT @KeithLeBlanc63: @mmflint #WomensMarch #WomensMarchAtlanta @sheriffclarke Yeah Clarke it was anarchy and communists that the police were…	1	0	5275
8877	RT @Kelltrek: And so it begins.  #WhyIMarch https://t.co/hnErQPezKK	1	0	8877
5318	RT @KellyJeong_DC: Proud to see my mayor @MurielBowser at #WomensMarch! \n\n@womensmarch #WomensMarchOnWashington #DCstatehood #DCValues http…	1	0	5318
7297	RT @KellyPuenteOC: Huge crowds here in Santa Ana at the @OCWomensMarch #WomensMarch @ocregister https://t.co/nxquegfcNq	1	0	7297
9390	RT @KemiFaderin: We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https:…	1	0	9390
4819	RT @Ken_Russell92: @mariamveiszadeh #WhyIMarch because no one should be taken off a billboard for being true to themselves	1	0	4819
15700	RT @KendaSwartz: Southwest plane carrying #WomensMarch participants turns pink lights on https://t.co/Vl13g7Ydss via @HPLifestyle	1	0	15700
15302	RT @Kendallt04: thank you to all the women who were brave enough to protest around the country and fight for their rights today💞💞 stay nast…	1	0	15302
10626	RT @KenjiGi: Preach it, sista! #WomensMarch https://t.co/AoiDfb4gvK	1	0	10626
5883	RT @KennethHoefle: Many Women protesting without a target policy or law they don't like. Imaginary BS, supported by IRRATIONAL, wealthy 'ce…	0	1	5883
10839	RT @KennyP111: Where was the #womensmarch when Bill Clinton cheated on his wife and got his dick sucked in the White House?  Go fix some sa…	0	1	10839
9165	RT @KentDriscoll: Easily my favourite sign so far. Attn: @MargaretAtwood https://t.co/i8CyFDsPxy	1	0	9165
968	RT @KentGerman: My favorite signs from Trafalgar Square. #WomensMarch https://t.co/oUVOsU7bM2	1	1	968
19040	RT @KentuckyNomad: Proud of all family and friends at every #WomensMarch. You have the initiative. Keep it up to win back Congress and stat…	1	0	19040
3201	RT @KermitandScooby: I'm demanding @womensmarch change thisI'll not support sexist exclusion by either the right or the left@JoyAnnReid @VA…	0	1	3201
13529	RT @Kerracters: #Kerracters\n@kerrywashington speaking at the #WomensMarch in Los Angeles. #WMLA https://t.co/S2SNHL7i4y	1	0	13529
869	RT @Kerracters: #Kerracters\n@kerrywashington w/@Frances_Fisher @JenniferGrey &amp; @jamieleecurtis at the #WomensMarch in Los Angeles. Photobom…	1	0	869
6365	RT @Kerracters: #Kerracters \n@kerrywashington &amp; others on stage singing #IAmWoman at the #WomensMarch in Los Angeles. #WMLA https://t.co/0M…	1	0	6365
6932	RT @KerryKennedyRFK: We stand for compassion, love, and peace. Today we're marching for it. #womensmarch https://t.co/soM2S2qUuS	1	0	6932
4239	RT @KersimonIsa: What are we fighting for? Don't sell our rights and liberties to an organization that promotes sharia way of life. #Womens…	0	1	4239
7973	RT @KevinDarryl: .@womensmarch LIVE on #Periscope Untitled https://t.co/WROSaRWBpY	1	0	7973
18082	RT @KeyElementsGrp: #WomensMarch Poised To Be Largest In US History. #GenderParity #Inauguration #Activism #Feminism: https://t.co/3X2LCScT…	1	0	18082
3973	RT @Kiala: AWWWW YEAH https://t.co/s4fAS5X4qe	1	0	3973
15226	RT @KianaBoken: I can't get over how beautiful this is omg this makes so happy, I'm so proud. The future is female! 🚺🚺🚺#WomensMarch https:/…	1	1	15226
10310	RT @KidadaEWilliams: Crowd Scientists: #WomensMarch Had 3x More People Than Inauguration https://t.co/AOWBc24CzZ GOP STEM proponents will r…	1	0	10310
984	RT @Killingcrawdads: @anamariecox My daughter is marching (I’m a firefighter on duty today) bec her generation needs to finish what we star…	1	0	984
3031	RT @Killingcrawdads: I want everyone to see this, again. THIS is how change happens. One woman at a time. THIS is Red State America. These…	1	0	3031
2541	RT @KimCostello: Dear Congress:  This is the \Before\ you repeal ACA video.\n\n@SenWarren https://t.co/1De36wDXaY	1	1	2541
12115	RT @Kimba_Niveaulos: We are family. A #Supernatural , #WaywardAF family. Crazy af, but strong as fuck! We are strong women. #WomensMarch  S…	1	0	12115
14149	RT @KinoKimino: After the @womensmarch we'll be playing our hearts out because he's #NotMyPresident #LoveTrumpsHate #thefutureisfemale http…	1	0	14149
5234	RT @KirkShimkin: soooo my brother is blowing up right now because of his dope #WomensMarch sign. Proud little brother 🙋‍♂️ https://t.co/NQD…	1	0	5234
10018	RT @KisakiW: #WomensMarch Portland, Oregon. https://t.co/8qEmqZFDOX	1	0	10018
8920	RT @KishWidyaratna: @womensmarch  This begs the question, whose march? whose feminism? Who is welcome in your movement and who is excluded?	0	1	8920
91	RT @KissMySnap: Rihanna flew from Paris to be apart of the #WomensMarch what an icon	1	0	91
11269	RT @KitKatEliza: We're in this. Woo! 💟☝🙌 https://t.co/xi0Gy2h7QU	1	0	11269
12068	RT @KitOConnell: #WomensMarch now leaving the #Texas State Capitol. #Austin #ResistTrump https://t.co/VVCFsJqKE2	1	0	12068
3657	RT @KlNGVIBES_: Women are so powerful #WomensMarch	1	0	3657
18948	RT @KnitsforLife: In solidarity w/ @PussyhatProject we made this #knitting pattern free til the @womensmarch. #pussyhat https://t.co/UGHWj6…	1	0	18948
8124	RT @KnitzyBlonde: YES, this!!! #WomensMarch #Resistance https://t.co/0tSfLIlru6	1	0	8124
5594	RT @KnowledgIsPowa: PREACH🙌\nwe've ALWAYS had common sense, better instincts &amp; ALL people's interests at heart, not just those who look like…	1	1	5594
15803	RT @KnowledgIsPowa: Understanding  that ensuring every American citizen can vote is important &amp; fight vote suppression of minorities✊✊ #Wom…	1	0	15803
13049	RT @Koningin_BE: #BrusselsCalling ☎️\nYou get a lot of visitors on your first day #WomensMarch 〽 https://t.co/MF5jbWNOlG	1	0	13049
1839	RT @KosherSoul: @womensmarch @missnisha6849 @periscopeco I love seeing Maxine Waters smiling	1	0	1839
12110	RT @KrauseForIowa: Reported at #Iowa State Central Committee that there are now 500 thousand women marching in #Washington. #WomensMarch #I…	1	0	12110
2030	RT @KrauseForIowa: Us guys have 2 hand it to women 4 organizing the #WomensMarch. But we guys have to get organized too. #Trump's #WarOnWor…	1	1	2030
12849	RT @KrisB_KVUE: I've lived in Austin a long time and WOW, I've never seen so many people on Congress Avenue. Ever. #WomensMarch \n\nCourtesy:…	1	0	12849
840	RT @KrisColvin: Oh my gosh. https://t.co/EL89iaX2kf	1	1	840
1554	RT @Kris_Sacrebleu: Ooooooooh WOW!! 😞\n\n#FreeMelania #WomensMarch #Inauguration https://t.co/Yb1H72WHWW	1	0	1554
3385	RT @Kris_Sacrebleu: This. Man. Ain't. Right.\n\nRecommended Reading? 👉🏻 25th A\n\nHe's not \well\ America, he's NOT. \n\n#Inauguration #TheResist…	1	1	3385
6186	RT @KrisanaFinlay: Today is not a real #WomensMarch, if it were it would be all inclusive. #prolifefeminist #prolifeprowoman	0	1	6186
17563	RT @Kriseman: I'll be joining the #WomensMarch in the Sunshine City as @StPeteTomalin &amp; fam march in DC. We've got you covered, St. Pete. #…	1	0	17563
17759	RT @KristaVernoff: Let's recap: LOS ANGELENOS got up at like, 7:30 AM -- on a SATURDAY -- and then piled en masse into PUBLIC TRANSPORTATIO…	1	0	17759
2857	RT @KristenClarkeJD: Today marks 44th anniversary of Roe.v Wade. 1 day after #WomensMarch, we must affirm our commitment to #ReproductiveRi…	1	0	2857
11977	RT @KristinDavis: Wow! So impressed and proud #WomensMarchOnWashington https://t.co/vDYCSKvDkX	1	0	11977
12606	RT @KristinaRex: Traffic backed up on 95 for 2 miles...all cars getting off in Augusta for #WomensMarch #NEWSCENTERnow https://t.co/eKJtNzV…	1	0	12606
3022	RT @KristineRusch: Wow. Lost 4 followers since I retweeted things about the women's march. Apparently girl power scares them. 😇#WomensMarch	1	0	3022
12123	RT @KrystyneB_WSPA: Hundreds #MarchonGreenville in the pouring rain-joining millions nationwide w/a message of equality. #WomensMarch #yeah…	1	1	12123
1426	RT @Kstamand: All cheering for women's right to choose!!! @NARALNH #whyimarch @womensmarch https://t.co/YSnZWP7mxk	1	1	1426
10464	RT @KurtSchlichter: Better and more snacks. @tonykatz https://t.co/WWoUmrjXpE	1	0	10464
10740	RT @KurtSchlichter: Ew. To both. https://t.co/F3HimME5CD	1	0	10740
12049	RT @KyleKuhns: so inspiring to know that the small steps that a few took resulted in millions of steps around the world today. be the chang…	1	0	12049
5304	RT @LACunninghammer: I march b/c of the way some men treat women. #POTUS-elect #whyIMarch #MarchingShoes. #WomensMarch https://t.co/nF3t0bi…	1	0	5304
9201	RT @LADowd: For real I'm almost ready to deal out actual cash money to any woman who can explain the point of this #WomensMarch. Anybody?	0	1	9201
1394	RT @LAKauffman: \We will not go away, welcome to your first day\ #WomensMarch #WomensMarchOnWashington #resist https://t.co/SbXf43Cj7i	1	1	1394
7205	RT @LALabor: LA Labor is joining the Women's March on Saturday! Join us! https://t.co/gBCeYgHiMd #WomensMarchWednesday https://t.co/qC2YrSm…	1	0	7205
10425	RT @LAMusing: @riotwomennn @brownsugar7878 @lsarsour @womensmarch ADD HER NAME!	1	0	10425
5732	RT @LANURSE1: It's a March against Trump. https://t.co/qlWPKDpfP6	0	1	5732
17892	RT @LANURSE1: The outlook for @TheDemocrats in Congress is bleak. No need to investigate any further.... https://t.co/yt1fOUdnql	1	0	17892
18053	RT @LBikos: See you tomorrow @YXUwomensmarch! #whyIMarch #WomensMarch #solidarity https://t.co/CmgP8bIyYh	1	0	18053
5713	RT @LBoogie5: Lil girl walking around with a sign that reads \Treat Everyone Nicely\ #WomensMarch https://t.co/AM7g8egBdj	1	0	5713
18259	RT @LDiamond39: .#USA Woman 2B stoned 4 crime of being raped! #WomensMarch ridiculously trivial/meaningless! U follow #Hamas Bitch who supp…	0	1	18259
351	RT @LFreshwater: His veteran protests helped end a war. https://t.co/yKtiJP4a2w	1	0	351
3349	RT @LGBTDiscuss: Jan Schakowsky announcing she will #BoycottTheInauguration and join the #WomensMarch instead!    #FightingForUs... https:/…	1	1	3349
1900	RT @LGBT_Activist: People march in Prague against Trump https://t.co/7aL7YGZej4 #WomensMarch #Equality #EqualRights	1	0	1900
3199	RT @LGBT_Activist: Thank you Finland! People in Finland protest Trump by marching in the #WomensMarch https://t.co/U59K4tQ8oI #Equality #Eq…	1	0	3199
10976	RT @LGBT_Activist: The trending hashtags speak volumes about the support Trump has. Absolutely NONE! #WomensMarch #nastywoman #noisymajorit…	1	0	10976
4252	RT @LJH1969: 3. Make multiple copies of both. 4. Keep in safe places. This is especially important for those marching! #WomensMarch	1	0	4252
11263	RT @LKar_BK: Looking for anti-Trump protests? Here are dozens to choose from https://t.co/dtnvZZEEVe via @HuffPostPol\n#TheResistance  #Wome…	1	0	11263
14255	RT @LLRawlings: @NekoCase I marched in Oakland today; it was a something! So many of us!  #WomensMarch https://t.co/zuUfO4gYJG	1	1	14255
8073	RT @LMJslaysme: EVERY SINGLE WOMAN THAT IS MARCHING RIGHT NOW  #WomenWhoHaveInspiredMe #WomensMarch	1	0	8073
14884	RT @LMJupdates: #ICYMI | Lauren at the #WomensMarch today - Part 1 https://t.co/R3Uuvk5gw2	1	0	14884
18235	RT @LMJupdates: #SNAPCHAT | Lauren posted on Snapchat #25 #WomensMarch https://t.co/hpjH2cJh4U	1	0	18235
9382	RT @LMWeidman: @EricaChenoweth, have you seen this photo of the Portland, OR, March? https://t.co/X1olBWDGxz	1	0	9382
252	RT @LMplusG: Throughout the election, media asked, where is \enthusiasm\ for Hillary? You saw it on display today. #WomensMarch #ImWithHer	1	1	252
16059	RT @LOLGOP: It's Sunday now. Ask if them if they've heard of it now. https://t.co/X7h8mlVk05	1	0	16059
4097	RT @LOVESICKBAGELS: some of my favorite signs i saw today #WomensMarch https://t.co/ShT4OstLoW	1	0	4097
1609	RT @LOXUpdatesSP: @MahoganyLOX Did you attend to #WomensMarch ?	1	1	1609
7759	RT @LP083061: @GeorgWebb can you add anything to this? @GloriaSteinem it would be great to know if a CIA person is leading the #WomensMarch…	0	1	7759
4945	RT @LPCLife: Women across the region and the US are headed to DC #WomensMarch https://t.co/SCp5qYcNV1 https://t.co/DzamafrGis	1	0	4945
18747	RT @LPJLeague: ...and he's KILLING IT! #WomensMarchNYC #womensmarch #lpjlmarch #riseup2017 https://t.co/0QbebDz0wN	1	0	18747
14940	RT @LParrillaNews_: Lana at the #WomensMarch in Los Angeles on January 21st.\nVia: chineeqs IG https://t.co/gD8MuWFAZW	1	0	14940
2151	RT @LShrug: That must be a pre female genital mutilated costume... Someone should ED her on that since they marched with a sharia law hajib…	0	1	2151
3553	RT @LT_FM: LIVE - #DC #WomensMarch https://t.co/RPmGqFiIRH --  #Trump #Potus	1	0	3553
5609	RT @LT_rachelp: There is a little lady in my womb who deserves women's rights as much as those at the #WomensMarch today. Pro Life is Pro W…	0	1	5609
16857	RT @LVAnnie: @womensmarch Hillary deserves to be on the honoree list.  #AddHerName https://t.co/kMhFzZ6Vgr	1	0	16857
19131	RT @LVNancy: Women &amp; children r subject to modern day slavery, but lets focus on Abortion Rights #WomensMarch\n#ForAllWomen\n#TRUMP\nhttps://t…	1	0	19131
6615	RT @LVikkiml: Bringing the spirit of Audre Lorde to #womensmarchnyc #WomensMarch https://t.co/eegNJjW9Pj	1	1	6615
3216	RT @LWV: A guide to inauguration &amp; @womensmarch events and where to eat in DC @eatyourpizza @DenizensBrewing supporting @LWV \nhttps://t.co/…	1	0	3216
15630	RT @LWV: The League is a proud @womensmarch partner &amp; supporting Sister Marches across the country https://t.co/LEIiHyCgh5 via @PDEditorial	1	0	15630
4971	RT @LWieck: A huge turnout in South Bend for #womensmarch #womensmarchsouthbend #WomensMarchOnWashington https://t.co/8IIxhANV9x	1	0	4971
1233	RT @LWilsonDarlene: .@zlando @LVNancy #WomensMarch Where is march for treatment of Muslim women? You put on a hijab or a vagina &amp; want ppl…	0	1	1233
