uid	text	label	metadata__row_number
938	RT @PPact \If a 17-year-old can be forced by the government to be responsible for carrying a pregnancy to term, surely an adult man can be expected to answer for the choices he is alleged to have made at 17.\ https://t.co/xOnJFMMLnR	0	938
3082	RT @ParamjitGarewal Women rally in support of Kavanaugh: 'We know the man, we know his heart' https://t.co/R7C2kWyZfx #FoxNews	1	3082
2648	RT @Patrici15767099 What kind of political party would allow a lying liberal activist to interupt the vote of a Supreme Court Justice? Is ANYONE in the Republican Senate leadership  smart enough to realize that this woman is only trying to stall the vote? I am embarrassed to witness this stupidity.	1	2648
881	RT @PatrickW McConnell says he has the votes to confirm Kavanaugh. Collins and Murkowski say they are undecided. Math says at least one of those three is lying.	0	881
2724	RT @PatriotsSoapbox #Kavanaugh #BlaseyFord  #KavanaughAccuser https://t.co/8aNr6SDowr	1	2724
590	RT @PattyArquette Doubling down on Kavanaugh was the hubris of @SenateMajLdr and @realDonaldTrump And it will likely destroy the Republican Party.	0	590
10	RT @PattyArquette I am going to remind you @SenatorCollins and all @GOP of what I said weeks ago. You are hanging your hat on Kavanaugh and you YOURSELVES haven’t read his records because they aren’t available. Is this the man you want to stake your political careers on?	0	10
1082	RT @PaulMayATL ⁦@LindseyGrahamSC⁩, you're a political hack and history will judge you accordingly.  https://t.co/KSSJDVF8SG	0	1082
2334	RT @Paulaminger1 @erinnthered @Morning_Star333 WSJ story shows she had a life full of issues.  Kavanaugh was the scape goat Dr Ford CHOSE as her excuse.	1	2334
3145	RT @Peaceful_411 Congratulations, Brett Kavanaugh! You've just won yourself another investigation. You forgot the cardinal rule of Washington beltway politics: The cover up will always get you. https://t.co/WoFUQS61Xk	0	3145
1951	RT @Peaceon00044680 @DanEggenWPost #Kavanaugh drank more water at his hearing than any person would normally drink,  it was bizarre.  Is he an alcoholic and was dehydrated that day?	0	1951
2716	RT @PeteSouza Sir, did you mistakenly think you were sending a text message directly to Kavanaugh? This is Twitter; it goes to everyone. https://t.co/LhFKJ2zDVF	0	2716
700	RT @PhilippeReines .@ChuckGrassley’s bullying Ford over hearing date. 1st ultimatum was Monday. 2nd is Wednesday. She’s asking for Thursday.  Why?  SHE AVOIDS FLYING AND MIGHT DRIVE FROM CALIFORNIA.  Why’s he saying no?  The same reason a dog licks his balls: because he can. https://t.co/ZyCK7gtgda	0	700
109	RT @PhillipVote2018 @realDonaldTrump Mitch McConnell said “Kavanaugh will be a Surpreme Court Justice,” without hearing the testimony of Dr. Ford. The Majority of Americans are determined to oust his Ass from his position of Senate Majority Leader.  Mitch McConnell needs to step down.  #VoteDemocrats  #VoteNovember	0	109
378	RT @PolitiBunny I’m officially as irritated with @ChuckGrassley as I am with the Democrats and this RIDICULOUS circus around Kavanaugh. They say jump, and Chuck says, ‘How high?’   Stop caving and do your damn job.  No more extensions. VOTE.	1	378
2372	RT @PoliticallyRYT Ford can't remember location, how she got there, who she went there with or how she got home. She was drunk. She told her therapist there were 4 boys at the house, but now there were 3 boys and 1 girl. All 4 people deny being there.  Vote Kavanaugh in!  https://t.co/xnxwC8LPd3	1	2372
1274	RT @PoliticusSarah Long term effects of rape #Kavanaugh  33% of women who are raped contemplate suicide. 13% of women who are raped attempt suicide.  Approximately 70% of rape or sexual assault victims experience moderate to severe distress, a larger percentage than for any other violent crime.	0	1274
3016	RT @PolitixGal Senator Chuck Grassley released a letter signed by 65 women who said they went to high school with Kavanaugh, and that in the 35 years they’ve known him he has “behaved honorably and treated women with respect.”	1	3016
2062	RT @PradRachael Kavanaugh Accuser’s Lawyers Proposes Further Negotiation to Accept Testify https://t.co/JoziBmIuTh via @BreitbartNews NOTHING!! NO MORE NEGOTIATIONS YOU LIBERAL HAG!!! YOU ARE A FRICKING FALSE WITNESS AND A FABRICATOR	1	2062
748	RT @PrisonPlanet Should the fact that Ford attended wild, drunken (sometimes sexual) parties at which some of the attendees blacked out and couldn't remember what happened be part of this conversation?  And why was this all scrubbed from the Internet on Monday?  https://t.co/JYnfbs1B56	1	748
3542	RT @PrissysTruth Committee has contacted all 4 of Christine Blasey Ford’s named witnesses and all 4 deny or do not recall a party or any knowledge of the allegations against Judge Kavanaugh.   #ConfirmBrettKavanaughNow	1	3542
2661	RT @ProVita_Tweet Brett Kavanaugh, il giudice nominato da Trump alla Corte Suprema Usa, e la sua famiglia hanno ricevuto numerose minacce di morte! È questo il prezzo da pagare per sostenere la Vita?! https://t.co/HpLc5qgkWV	1	2661
958	RT @ProudResister Bob Corker just said he is impressed with Kavanaugh &amp; can’t imagine “the horror of being accused of something like this.”  Hey @SenBobCorker what about the horror of being sexually assaulted then finding out your perpetrator may sit on the Supreme Court &amp; violate even more women?	0	958
81	RT @ProudResister Dear @SenatorCollins,  We don’t want to hear that you are “appalled” that @realDonaldTrump attacked a sexual assault survivor on twitter. We want to hear that you are VOTING NO on Brett Kavanaugh.  — Decent Americans	0	81
877	RT @ProudResister Mitch McConnell: “In the very near future, Kavanaugh will be on the United States Supreme Court. Don’t get rattled by all of this. We’re gonna plow right through it.”  The @GOP is going to plow right through a woman who has been sexually abused.  WE WILL REMEMBER IN NOVEMBER. 🌊	0	877
218	RT @PsychoMetalHed Without ever meeting her, no evidence, lack of basic details NOBODY would EVER forget, denials by EVERYONE named, no charges, and literally unprovable.  High-Ranking Democrats Say They Believe Kavanaugh’s Accuser [VIDEO] https://t.co/HE1OoSwYvO via @dailycaller	1	218
1526	RT @Purple_POV Chairman Grassley’s staff also contacted three alleged witnesses named by Dr. Ford and obtained two statements under penalty of perjury. These witnesses directly contradict Professor Ford’s allegations against Judge Kavanaugh. https://t.co/PgxrAh5ZkL	1	1526
1293	RT @QProofs SOROS the Nazi is funding Katz. The lawyer representing Supreme Court nominee Brett Kavanaugh’s accuser is a leader in an organization that has been directly funded by George Soros’s Open Society Foundation https://t.co/qXYlMmstGr https://t.co/uhz3fLBL3O	1	1293
134	RT @RAM0667 https://t.co/vNnk2e9Z5Y This charade by Professing Ford &amp; Democrats needs to end as so far there's nothing to support her claim. The more it progresses the more it falls apart &amp; becomes more radical &amp; obstructionist. It's time to end the charade.	1	134
909	RT @RAMRANTS We’re starting to learn a lot about Kavanaugh’s accuser.  Christine Blasey Ford: —can’t recall details of alleged incident —has family negatively affected by Kavanaugh’s mom —donates to the DNC, Democrat politicians and causes —is an anti-Trump activist —scrubbed online presence	1	909
46	RT @RBReich A woman has accused a Supreme Court nominee of pinning her to a bed, groping her and covering her mouth when she screamed. She has provided therapist notes from years ago, taken a polygraph, and is willing to undergo an FBI investigation. McConnell wants to \plow right through.\""""	0	46
3073	RT @RL9631 Do you believe and stand with Brett Kavanaugh? If, yes then retweet this post. https://t.co/76xI1EEPea	1	3073
2226	RT @RL9631 “...It is not surprising to me that they found Christine Blasey Ford at Palo Alto University and used her as a last-minute blockade to derail the confirmation of Judge Kavanaugh as the next U.S. Supreme Court justice... @POTUS @GOP 👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/39MV4TT09V	1	2226
3080	RT @RNCResearch Judge Kavanaugh’s female colleagues &amp; friends: “We are proud to stand with Brett” https://t.co/YaxjmA3GA9 https://t.co/I3L8lV9SWE	1	3080
2966	RT @ROHLL5 Please 🔁 If you agree!    Confirm Judge Kavanaugh  #StandWithKavanaugh #ROHLL5♛ https://t.co/hUmmrbFvEU	1	2966
836	RT @RVAwonk And this account tweeted in a very similar manner, linking to the Goldwater article about Ed Whelan's false claims \exonerating\ Kavanaugh at least 12 times... 5/ https://t.co/5j0Jmpad8b	0	836
765	RT @RVAwonk As Republicans were accusing Dems of \weaponizing\ sexual assault accusations, the GOP was working with a right-wing PR firm to fabricate &amp; peddle a false narrative implicating an innocent person to take the heat off Kavanaugh.  so yea. this is how disinformation operations work.	0	765
708	RT @RVAwonk Kavanaugh is a very hot topic among accounts linked to Russian influence operations.  Last night, an article about Ed Whelan's false claims aimed at \exonerating\ Kavanaugh was the #1 URL &amp; top trending URL (9,900% spike in shares) in the network tracked by @SecureDemocracy... 1/ https://t.co/TCFAcnkCLy	0	708
2545	RT @RVAwonk \On Friday, hours after Whelan called his decision to name &amp; post photographs of Kavanaugh’s high school classmate 'an appalling &amp; inexcusable mistake of judgment,' CRC [PR firm] helped organize a news conference featuring an array of women who dismissed Ford’s allegations.\  wow https://t.co/2rPK5SLTD9	0	2545
2101	RT @RWPUSA Pastor Pagitt gets this right.  This Administration and it’s enablers in Congress have completely abandoned Christian principles. It’s as if they ask “what would Jesus do?”’ Then they do the exact opposite. No more Supreme Court seats until Trump is gone. https://t.co/twisL6ChIz	0	2101
1990	RT @RWPUSA Senator Grassley is so busy ramming through judicial nominations that he doesn’t have time to mind his own shop.  What a circus!  Spokesman for GOP on Kavanaugh nomination resigns https://t.co/ogvlXkDNms via @NBCNews	0	1990
1052	RT @RadioFreeTom A new cloud over Kavanaugh: What did he know about a slimy smear campaign? https://t.co/Gki419dUHZ	0	1052
3166	RT @Rambobiggs Maybe if @realDonaldTrump nominates @HillaryClinton for Supreme Court we might actually get an investigation into her.	1	3166
2453	RT @RawStory Conservative destroys latest Kavanaugh defense that shows the GOP is off the deep end: They have ‘descended into madness’ https://t.co/UbhokgaSZO	0	2453
2429	RT @RawStory Fox News' Jeanine Pirro explodes with rage when guest says alleged Kavanaugh accomplice Mark Judge should testify  https://t.co/6XpwUHbPFq	0	2429
2796	RT @RawStory Kavanaugh ally did online searches for Christine Bailey Ford before she was revealed as accuser: report  https://t.co/yuDSpyWlw5	0	2796
863	RT @RawStory Time to investigate Orrin Hatch's office https://t.co/8qfCL0GTLG	0	863
1197	RT @RawStory Trump aide called GOP operatives to spread Kavanaugh accuser's name before her story was published  https://t.co/Tg6H06KtA6	0	1197
8	RT @RealCandaceO #whyididntreportit  Because it never happened, and I’m literally making it up so that I can help @TheDemocrats delay Brett Kavanaugh’s hearing.   Thank you all for allowing me this safe space to share my non-story, 34 years later.	1	8
1278	RT @RealJack ICYMI: 😂😂😂  CNN Has Their Night Ruined When All-Woman Panel Says They DON’T Believe Kavanaugh Accuser https://t.co/X9LlHOP9Jg	1	1278
2871	RT @RealJack JUST IN: Grassley Gives Kavanaugh Accuser 10pm Deadline Or Else VOTE HAPPENS ON MONDAY https://t.co/UA9Gn62Yv5	1	2871
522	RT @RealJack Just vote and confirm Kavanaugh already. She’s clearly a pathological liar.   INFURIATING: Chuck Grassley Gives ONE MORE Extension To Ford; And Time Is Running Out https://t.co/Lpof94DXv6	1	522
2748	RT @RealJack REPORT: Christine Blasey Ford’s Classmate Has No Recollection of Ever Being At A Party With Kavanaugh Or Ford; Attorney Says https://t.co/kU2hotzLcu	1	2748
491	RT @RealJack Republicans have done absolutely everything to accommodate Phony Ford.   She keeps playing politics by trying to delay the confirmation of our next Supreme Court Justice.   Get this crap over with and vote! She had more than enough opportunities to testify!!!	1	491
2969	RT @RealJack 🤔 Media and Dems:  Kavanaugh’s accuser = totally truthful  Roy Moore’s accuser = totally truthful  Clarence Thomas’ accuser = totally truthful   Juanita Broaddrick = totally lying  Paula Jones = totally lying   Keith Ellison = media silence  Do you see the obvious pattern yet???	1	2969
64	RT @RealJamesWoods Yawn. Yet another pump fake to try to get to the midterms without a vote on Kavanaugh.  #MeTooHucksters  https://t.co/zkVaNwGfKw	1	64
3151	RT @RealJamesWoods “Many of us heard a buzz about it indirectly with few specific details. However, Christine's vivid recollection should be more than enough for us to truly, deeply know that the accusation is true.\ Thanks for sharing. #StayInMexico.  https://t.co/gMHmvx2LTI	1	3151
2168	RT @RealMAGASteve (VIDEO) Tucker: If Dems Delay Kavanaugh Vote Another Week His Confirmation Is Over Per Senate Rules  Make no mistake about it. Dems are using the Christine Ford media fiasco not to get to the truth, but to prevent Trump from placing a justice on the SCOTUS https://t.co/QLYopIhy97	1	2168
2953	RT @RealMAGASteve 5-women are asked, “raise your hand if you believe Brett Kavanaugh when he says this never happened?”  All 5-believe Kavanaugh and do not have a problem w/him being on the SCOTUS. 78% of Republicans believe Kavanaugh should be confirmed. Retweet if you do! https://t.co/nyoUOe3owf	1	2953
2754	RT @RealMAGASteve Ford’s Classmate Takes Back Entire Accusation Against Kavanaugh, She Didn’t Think She’d Have to ‘Defend It’   “To all media, I will not be doing anymore interviews...I do not have first hand knowledge of the incident...Please don’t contact me further.” https://t.co/oVRbXL3udC	1	2754
86	RT @RealMAGASteve It’s safe to say those protesting against Kavanaugh don’t want to respond to questions about Keith Ellison’s alleged abuse of his former girlfriend.   The double standards of the left includes picking and choosing the #metoo victims they want to believe.  https://t.co/iiVBdOpNJe	1	86
2390	RT @RealMuckmaker Franklin Graham, the son of Billy Graham, has some weird values. Graham has come out and said that Attempted rape is not a crime and that Kavanaugh 'respected' Dr. Blasey Ford, by not finishing the deed. For Christ's sake! https://t.co/FNUNblpVeJ	0	2390
710	RT @RealSaavedra Dr. Ford's lawyer now says the party happened 30 years ago?  Ford is 51, which would mean, according to her lawyer's new statement, that the party happened when she was 21 — which is not high school.  This comment from the lawyer is sloppy at best: https://t.co/w34yXXwsfy https://t.co/tXU0GBY8Y2	1	710
3448	RT @RealSaavedra Judge Kavanaugh’s female colleagues &amp; friends: “We are proud to stand with Brett.”  https://t.co/Wx5kCpvcwg	1	3448
2725	RT @RealSaavedra Senator Mazie Hirono (D-HI): If Kavanaugh’s nomination is withdrawn, Democrats could hold the Supreme Court seat open until after the 2020 election. https://t.co/ZbWwCPJYj8	0	2725
3085	RT @RealSlimNOLA #BREAKING The Kavanaugh accuser Dr Ford will be there to testify on Monday.  Mrs Ford is scared of flying, so she called UBER. The driver agreed to drive her 3,000 miles for FREE!   #SaturdayMorning #SaturdayMotivation  #FirstDayofFall #AMJoy https://t.co/VQ4GynAL13	1	3085
2600	RT @RebeccaSWH @gymmia @RBReich No statute of limitations for sexual assault  in Maryland, where the crime occurred.  Kavanaugh and Judge open themselves up to investigation and charges. The Police Chief said he is just waiting for a charge to be filed. #KavaNope	0	2600
1662	RT @Reddy How it actually works: Whelan said he did not communicate with the White House or Kavanaugh about his wild Twitter thread accusing another man of assault. He didn’t need to. Plenty of aides in PR firms, advocacy groups and the Senate can be intermediaries. https://t.co/x18L8slqD4	0	1662
712	RT @Reddy The PR firm best known for its work with the Swift Boat Veterans in 2004 helped Ed Whelan stoke his wild Kavanaugh alibi https://t.co/WrZR6qaGEt via @elianayjohnson	0	712
1971	RT @Reddy The dots, connecting: The Senate Judiciary Committee aide, who came from CRC to push Kavanaugh and and has been fighting the sexual assault allegation against Kavanaugh, just resigned due to an allegation of sexual harassment against him (which he denies). https://t.co/MC7mRr6Nnn	0	1971
2026	RT @Redpainter1 The greatest irony would be for Grassley to push Kavanaugh onto SCOTUS only to have him investigated and convicted of sexual assault in Maryland, leading him to lose not only his SCOTUS seat, but his DC Judge seat as well. Oh, and he'd be a felon.  Greed is a horrible drug.	0	2026
390	RT @RepSpeier There is a disdain for women that is emanating from the U.S. Senate that has a pungent, rotten odor. https://t.co/Gf8AnfNn7M	0	390
80	RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.	0	80
273	RT @RicVaDude CHRISTINE BLASEY FORD BOMBSHELL, AND SHE IS NOT HAPPY ABOUT IT!!  Insider Blows Roof Off of Kavanaugh Accuser’s All-Girl High School: Orgies, Binge Drinking, &amp; Rich Mean Girls Who Bullied Faculty https://t.co/UXBWLC6Dhs	1	273
2626	RT @RisingRose71 REALLY? How can ANYONE say they don’t have a political agenda here! Christine Blasey Ford signed a letter, as a psychologist, from the ACLU saying his zero tolerance border policy “traumatized children”! She is the #Resistance. #TheRainMakers #TrumpWorld https://t.co/JM63OBFI0b	1	2626
3045	RT @RobManess Precisely. I expect to see every Senator make a statement about due process rights on the #Kavanaugh issue. Silence is consent. https://t.co/dxfbtkwoE6	1	3045
1225	RT @Rob_Flaherty Stunning: while Grassley continues to try and run defense for Kavanaugh, one of his top staff handling the nomination has resigned due to sexual harassment allegations   https://t.co/grJDJXQzNy	0	1225
2963	RT @Robfortrump2020 #ConfirmKavanaugh they need to stop playing games this is a great man he will make a great Supreme Court judge. R/T 4 a High vote outcome @realDonaldTrump @seanhannity @Robfortrump2020	1	2963
15	RT @RogueSNRadvisor Putting aside everything else for a moment, Kavanaugh's murky financials are major, major red flags. Dark money. Unexplained debt payments. There is very clearly a concerted, monied effort running in the background.   https://t.co/evicRbvMLp	0	15
1582	RT @RogueSNRadvisor Trump/surrogates have been sitting on the Rosenstein (non)story, waiting to use it for a time like now, when they're FRANTIC about Kavanaugh &amp; the midterms. The real question in my mind though, is why is the NYT doing Trumps bidding?	0	1582
2342	RT @RonaldKlain HOW DEPRAVED IS THE GOP AT THIS POINT?    Well, just THIS MORNING alone:  1.  Trump called Dr. Ford a liar   2.  Franklin Graham says \no crime was committed\ and they were \just teenagers\  3.  Gary Bauer says that Ford charges are like \waterboarding\ Kavanaugh	0	2342
3026	RT @RonaldKlain Wait:  I thought Brett Kavanaugh was a \neutral\ judge who was an \umpire\ who called \balls and strikes.\    @VP essentially admits -- boasts -- that Kavanaugh has a conservative, political, ideological agenda. https://t.co/gNA9B8tpxw	0	3026
503	RT @RorateCaeli Chairman @ChuckGrassley needs to realize something soon: The left and the media, regardless of how many delays and how much respect they show, are still going to call him and committee members misogynists. And Kavanaugh will always be a sexual predator in their eyes. Just vote!	1	503
932	RT @RosieAndujar Kavanaugh accuser Christine Blasey exposed for ties to Big Pharma abortion pill maker… effort to derail Kavanaugh is plot to protect abortion industry profits – https://t.co/fRhaVFVUDM https://t.co/utQEnVc7dO	1	932
1543	RT @RuthieRedSox “The charge leveled against him is inconsistent with every single thing we know about him.”  Yes, because it isn’t about Kavanaugh - it’s ALL about abortion. https://t.co/2Jgq0SANzh	1	1543
1534	RT @RyanAFournier Every time for the next 40 years when Brett Kavanaugh makes a ruling on the Supreme Court, think about how the Democrats tried to screw up his life with lies and deceit.	1	1534
36	RT @SRuhle THIS IS WHY GREAT JOURNALISM MATTERS- The guy was accused (&amp; subsequently fired) sexual harasser, worked for @ChuckGrassley &amp;the pr firm that stoked whelan’s bogus theory Thanks to @HeidiPrzybyla’s steller reporting (NOT ample vetting by GOP) he was FIRED https://t.co/q2LFAinkr5	0	36
2130	RT @STEPHMHAMILL Judge Brett Kavanaugh Protesters refuse to denounce alleged domestic abuser @keithellison 🧐 .. WE discuss on @foxandfriends  @edhenry @PeteHegseth @FoxNews #KeithEllisonAbuseAllegation #Kavanaugh #FoxNews @DailyCaller https://t.co/bGhhEQDMQJ	1	2130
151	RT @STEPHMHAMILL Kavanaugh Protesters Refuse To Denounce Alleged Domestic Abuser Congressman @keithellison  ..  #Kavanaugh  #KeithEllison  #MeToo The double standards are staggering.. @DailyCaller  WATCH FULL VIDEO HERE:  https://t.co/Sad84dc4i3 https://t.co/A6aGSZkKYw	1	151
181	RT @STEPHMHAMILL So I asked Kavanaugh protesters if they believe Congressman Keith Ellison's domestic violence accuser and these are some of the responses I got... YOU CAN'T MAKE THIS STUFF UP! @DailyCaller  #kavanaugh #KeithEllison  @JudicialWatch FUll Video here: https://t.co/nEPdB3crYE https://t.co/v47pX52PEt	1	181
3239	RT @S_Cooper0404 🚨ATTN: This is a...  \CONFIRM JUDGE KAVANAUGH\ #Followback TRAIN! 🚂🚃🚃🚃💨   1.) Reply #ConfirmJudgeKavanaugh if you think Ford's allegations are false &amp; confirmation vote should be Monday!  2.) RETWEET!  3.) FOLLOW every PATRIOT who RETWEETS and/or follows you!  🚨ALL ABOARD! https://t.co/slX7iCjOMg	1	3239
795	RT @SafetyPinDaily The Brett Kavanaugh case shows we still blame women for the sins of men | By Rebecca Solnit https://t.co/3gGVdecMfF	0	795
1172	RT @SafetyPinDaily The Brett Kavanaugh case shows we still blame women for the sins of men || By Rebecca Solnit https://t.co/3gGVdecMfF	0	1172
3203	RT @Saphina77 I stand with Brett Kavanaugh  https://t.co/ONgxa6xsJJ	1	3203
1576	RT @SaraCarterDC #KavanaughConfirmationHearing from Leland Keysler attorney: “Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.” One of four that don’t recall the party.	1	1576
2972	RT @SarahPalinUSA #IStandWithBrett: Dozens Of Fellow Female Colleagues, Classmates Show Support For Kavanaugh https://t.co/5LsWHzAGqJ	1	2972
60	RT @SarahPalinUSA After Booker Tries to Shame Kavanaugh, His OWN Skeletons Come Out of the Closet https://t.co/OVQT1f8tr6	1	60
2728	RT @SarahPalinUSA BOMBSHELL Report: Kavanaugh Accuser Is Being Advised By Former Clinton &amp; Obama Aide, Democratic Super-Activist https://t.co/JPmtKJRJeq	1	2728
460	RT @SarahPalinUSA Feinstein Attacks GOP Over Kavanaugh Allegations, Gets Nuked by Clinton Accuser https://t.co/v1l6yG2EXw	1	460
1980	RT @SarahPalinUSA ‘It’s Not My Normal Approach’: Grassley Moves Back Deadline For Kavanaugh Accuser AGAIN https://t.co/73qipLXkEN	1	1980
1563	RT @SaysHummingbird RT if you think that it is absolutely DISGUSTING that these Kavanaugh supporters are legitimizing, normalizing &amp; justifying assualt on women. https://t.co/sJitQmhJxu	0	1563
749	RT @ScottGreenfield Everything that is being said about the advice I give to students applying to Brett Kavanaugh -- or any judge -- is outrageous, 100% false...\  Yale lawprof Amy Chau calls bullshit on the Kav rumors. https://t.co/T2nbyhIzSY	1	749
356	RT @ScottRickhoff 4th ALLEGED WITNESS And Female Friend of Christine Ford DENIES Assault Allegations against Judge Kavanaugh. #FordIsAFraud #ConfirmKavanaghNow  https://t.co/pjFbrpuXVp	1	356
2312	RT @SeanBerginNews @PoliticalShort @LeeSmithDC @IngrahamAngle DECLAS is what they fear most. That’s why the never ending Kavanaugh circus.	1	2312
3311	RT @SeanMcElwee After Kavanaugh goes down, remember that progressives fought when elites wanted to surrender. https://t.co/WMB5TGxJXc	0	3311
2762	RT @SebGorka Rosenstein, Kavanaugh and Declassification.   With the unstoppable @JudgeJeanine now.  940pmET @FoxNews  @FoxNewsInsider  @foxnewsvideo https://t.co/1xDSOMmZCN	1	2762
2717	RT @SebGorka Tick tock.   https://t.co/127iCilbKy	1	2717
502	RT @SenBlumenthal Republicans’ relentless, ruthless revictimizing must stop. Bullying deadlines must cease. This intimidation must be halted by Republicans speaking out. https://t.co/eReYpWTc7t	0	502
1159	RT @SenBobCasey These same Republicans refused to hold hearings for 293 days for an open Supreme Court seat under President Obama. Now they’re denying Dr. Ford a chance to testify because they refuse to wait a few days.	0	1159
3075	RT @SenFeinstein I’m concerned that Brett Kavanaugh and his supporters have something to hide. Why not have the FBI investigate? Why not accommodate Dr. Ford as she spends her days with the FBI dealing with death threats and protecting her family? It’s one day. Why the rush? Why the bullying?	1	3075
874	RT @SenFeinstein This Washington Post fact-check explains that Brett Kavanaugh has repeatedly misled the Senate under oath. https://t.co/poVORLZQmX	0	874
2950	RT @SenGillibrand .@HeidiHeitkamp’s opponent, Kevin Cramer, just supported Judge Kavanaugh by saying it's unreasonable to require \a perfect record.\ To be clear, the \perfect record\ we’re asking for from a Supreme Court justice is that they've never assaulted a woman.	0	2950
777	RT @SenGillibrand If Brett Kavanaugh is confirmed to the Supreme Court, he could overturn Roe v. Wade and set women’s rights back decades. I still need 548 more people to speak out before 11:59 p.m. tonight: Tell the Senate to reject Trump’s nominee!	0	777
2960	RT @SenGillibrand We can’t let Trump’s right-wing nominee, Brett Kavanaugh, take a lifetime seat on the Supreme Court. I still need 548 more people to join me in speaking out before 11:59 p.m. tonight: Tell the Senate to reject Trump’s nominee!	0	2960
2097	RT @SenWhitehouse Leo is the GOP’s #darkmoney judicial puppet master. He arranged a $1 million dark money donation to @realDonaldTrump’s inauguration. Now he’s orchestrated a multimillion dollar dark money campaign to secure #Kavanaugh’s confirmation.	0	2097
423	RT @SenWhitehouse Like former McCain adviser @SteveSchmidtSES, I have a hard time believing Ed Whelan when he says he didn’t coordinate his crackpot “doppelganger” theory with #Kavanaugh, the @WhiteHouse, and @SenateGOP. https://t.co/SXcsbhOsbI	0	423
1058	RT @SenWhitehouse Yeah, bully the victim. Great plan. First, no investigation; now this. Makes me sick. https://t.co/zMRe3pTSUQ	0	1058
1087	RT @SenatorDurbin Some of the loudest voices dismissing credible sexual assault allegations against Judge Kavanaugh are opposed to giving a second chance to young, nonviolent drug offenders who have rehabilitated themselves and taken responsibility for their actions. The hypocrisy is breathtaking. https://t.co/W2SMHAPUpg	0	1087
723	RT @SethAbramson 2/ I no longer see any universe in which Brett Kavanaugh isn't asked what \devil's triangle\ means—under oath. Republicans will object, but they'll be ignored. I'd add that for many men this would be the moment you'd withdraw your nomination to spare your family further anguish.	0	723
740	RT @SethAbramson Anyone who reads this tweet, if falsely accused of attempted rape—meaning you weren't in the place it was said you were and had never met your accuser—would want the authorities to investigate to clear your name  Kavanaugh sits idly by as an investigation is blocked  Ponder that	0	740
2933	RT @SethCotlar 30. Mark Judge, Kavanaugh's friend...that's who. https://t.co/3v9QRi1UrH	0	2933
2718	RT @ShannonBream Atty for person alleged to be at party:  “Simply put, [my client] does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.”	1	2718
2704	RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh	1	2704
3169	RT @ShannonBream WH on #Kavanaugh: “Since then, we have heard about different dates, conditions, and ever changing schedules, but today we appear no closer to a fair hearing.  But one thing has remained consistent: Brett Kavanaugh remains ready, willing and eager to testify as soon as possible.”	1	3169
3198	RT @ShannonBream WH statement on #Kavanaugh: ““Brett Kavanaugh has been clear from the beginning—he categorically and unequivocally denies this allegation and is eager to testify publicly to defend his integrity and clear his good name... (cont)	1	3198
2456	RT @SharisseC Kavanaugh held her mouth to silence her. Now Trump, McConnell, Grassley and the gop are holding her mouth again. And the godless spoon fed gop sheep support it... offering up their daughters to be the next to be sexually assaulted, raped...	0	2456
391	RT @SheriffClarke Damn. My boy Corey(I am Spartacus)Booker admitted to sexually assaulting a woman. Judge Kavanaugh has made no such confession about an incident that 1)I don’t believe he was involved in and 2)no evidence exists. He should abstain from voting on Kavanaugh. https://t.co/0oB98gomNy	1	391
2623	RT @SmallBiz4Trump BREAKING. Kavanaugh Accuser's Third Witness Is Located and Rejects Kavanaugh’s Accuser’s Allegations https://t.co/IYJArzKnGs	1	2623
860	RT @SnakeOilPrez New Weekly Top 10 Pieces of Shit*  1. The Trumps 2. Brett Kavanaugh 3. Jason Miller 4. Franklin Graham 5. Chuck Grassley 6. Ted Cruz  7. Lindsey Graham 8. Ann Coulter  9. Ben Carson  10. Mike Pompeo  11. (tie) Complicit GOP  *Week ending 09/22/18, subject to change by end of day	0	860
1571	RT @Sniper64286433 Breaking... Kavanaugh's accuser now saying she gets car sick and will walk to DC for future hearings. https://t.co/bdvg1IsGRM	1	1571
842	RT @SnipzPA @SenWhitehouse @tcevans87 @senjudiciary There were many problems with Kavanaugh before the assault allegation. I wish everyone could focus on ALL of it at one time,because the other issues are of equal importance.	0	842
484	RT @SpicyFiles I am still vexed why zero decent MSM reporter continue to ignore the obvious newsworthy story here @judicialnetwork purchased the kavanaugh domain in Feb 2017 a full 9 months BEFORE Trump added his name to the scotus list  https://t.co/1AYL3yFTJs	0	484
3263	RT @SpicyFiles TRUST ME...READ @NPR article   Told ya it’s a bigly deal...  https://t.co/cklQ2L2pUU	1	3263
2713	RT @StefanMolyneux Brett Kavanaugh Nomination Delayed, Republican Weakness Exposed | True News https://t.co/XncNA4tD8P https://t.co/GDPL3w3iJ9	1	2713
