text_id,text,speaker,party,date,agenda,cap_topic
152370,We must also ask what role Parliament and the Intelligence and Security Oversight Committee should have in this new era of cyber-defence.,Yvonne Fovargue,Lab,04/03/2014,Defence and Cyber-security,16
153494,"The point that I make-and tried to make in my statement-is that this should not be a tug of war between Russia and Europe, but should be a chance for the Ukrainian people to decide their own future.",David Cameron,Con,10/03/2014,European Council,19
169458,"The conflicts in the middle east and north Africa, the threat of ISIL, the destabilisation of eastern Europe by Russia and the new challenges facing NATO have created a palpable anxiety that the future may be less certain than many in the west had previously anticipated.",Douglas Alexander,Lab,10/09/2014,"Ukraine, Middle East, North Africa  and Security",16
179750,"Our priority should be de-escalation, and then facilitating dialogue between the warring Ukrainian factions and between Ukraine, Russia and the west.",Edward Leigh,Con,11/12/2014,Ukraine (UK Relations with Russia),19
423619,"However, there is a body called the Whitehall prosecutors' group, who get together under the general superintendence of the Attorney-General and myself and exchange best practice.",Vera Baird,Lab,15/10/2009,Serious Fraud Office [Oral Answers to Questions > Solicitor-General],12
630730,"The first two-year cost-effectiveness analysis of the scheme, which took a very long time to produce, finally appeared in the British Medical Journal in December 2009.",James Gray,Con,02/02/2010,Multiple Sclerosis,3
3496319,"There are four parts to the process, so if the Minister thinks that two months is a reasonable time for those four activities, two weeks for each would equal eight weeks.",Christopher Chope,Con,28/11/2014,Tenancies (Reform) Bill,14
30378,"Otherwise, I fear that we will have to come back at a future date and examine exactly what the EDA is there to do.",Andrew Murrison,Con,17/03/2010,Cluster Munitions (Prohibitions) Bill [Lords],16
43521,"We heard evidence from Sir Rob Fry and Commodore Stephen Jermy, who were both involved in decisions in the Ministry of Defence about the deployment to Helmand.",Bernard Jenkin,Con,04/11/2010,Strategic Defence and Security Review,16
53013,"Obviously, he will also be aware that when the Chief of the Defence Staff appeared before the Select Committee on Defence, of which I am a member, he introduced a note of caution about the timetabling for the return of the troops from Germany.",Thomas Docherty,Lab,26/01/2011,The Army and RAF Lyneham,16
58531,"During the battle of Crete, Admiral Andrew Cunningham was criticised for using Royal Navy ships heavily exposed to assault from German aircraft to evacuate the Army to Egypt.",Edward Leigh,Con,14/03/2011,Hindi Radio Service (BBC),16
64045,"Our fishermen go to sea each day, in all kinds of weather, day and night, in winter and summer, to put Britain's No. 1 traditional signature dish on our plates.",Oliver Colvile,Con,12/05/2011,Fisheries,4
71912,"Elsewhere, Switzerland and Germany have just forced Sri Lanka to recall a senior diplomat after accusations that he made troops fire on civilians and took part in torture and summary executions.",Siobhain McDonagh,Lab,15/09/2011,Human Rights on the Indian Subcontinent,19
865185,"This country has some 200 years of coal reserves, and there is a similar level of likely reserves against production around the world.",Alan Whitehead,Lab,08/07/2010,Energy Security,8
925509,"The article also talked about the importance of our men undertaking foot patrols so that they are on a level with the Afghan people and are seen to take risks with them, instead of hiding behind barracks.",Damian Collins,Con,09/09/2010,UK Armed Forces in Afghanistan,16
1202424,It was established after the first world war to reduce our reliance on imported timber.,Caroline Spelman,Con,02/02/2011,Public Forest Estate (England),21
1506129,"The DRC is enormous, and its mineral reserves are unbelievably huge.",Eric Joyce,Lab,05/07/2011,Great Lakes (Africa),8
1580472,The crisis did not start when we first saw the reports in the news; the first warning signs came as early as last August.,Heidi Alexander,Lab,15/09/2011,Food Security and Famine Prevention (Africa),19
19449,"This matter is urgent because there is now a headlong rush to establish these ESAs. The European Council, which met very recently, has urged the Council of Ministers“to reach agreement by December 2009 on a complete package setting up a new supervisory structure in the EU.”These conclusions were agreed by unanimity, so the Prime Minister believes that, within a month, all this structure can be agreed.",David Heathcoat-Amory,Con,10/11/2009,Financial Services Regulation,19
73420,"What he said about Europe started well with praise for the importance of completing the single market, something he is in favour of and I am in favour of.",David Cameron,Con,24/10/2011,European Council,19
593990,"Does the Foreign Secretary share our concern about recent developments in Iraq involving the disqualification from the forthcoming elections of large numbers of Sunni candidates on the grounds of their former membership of the Ba'ath party, possibly even including the current Defence Minister, who became a strong opponent of the Saddam regime?",William Hague,Con,19/01/2010,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],19
997865,"On top of this, the service is now being asked to cope with the new 25% cut.",Alex Cunningham,Lab,28/10/2010,Comprehensive Spending Review,20
1540676,"It can also result in further contact from the office throughout the year, to confirm that the deputy is carrying out his or her duties properly and to identify any need for additional support.",Crispin Blunt,Con,19/07/2011,Office of the Public Guardian,20
3031482,"Certainly, there is no objection in principle to the idea of a Bill that, every now and then, seeks to remove the regulatory burdens that can build up.",Mark Lazarowicz,Lab,03/02/2014,Deregulation Bill,20
40335,"Will the Minister consider doubling the planned increase in DHP, and has any assessment been made of the amount of money that will come to London for that?",Heidi Alexander,Lab,13/10/2010,Housing Benefit,13
642634,What has come out of these negotiations is the wish of every single party to move forward.,Gordon Brown,Lab,08/02/2010,Devolution (Northern Ireland),21
1447256,"As I have said throughout the debates on the Bill, we are interested in results and want the armed forces community to be looked after better, but that does not involve box-ticking.",Andrew Robathan,Con,14/06/2011,Armed Forces Bill,16
2259487,Will he join me in congratulating the Deputy Prime Minister on his award-for apology of the year?,Angela Eagle,Lab,22/11/2012,Business of the House,99
57137,There are credible reports of the use of helicopter gunships against civilians by Government forces and unconfirmed reports of a helicopter and jet shot down over Ras Lanuf.,William Hague,Con,07/03/2011,Libya and the Middle East,19
2744870,"Does he agree that we need to act on advertising not only on the television, but on our football pitches and throughout our communities?",Julie Hilling,Lab,05/09/2013,High-cost Credit,13
736209,"In my view, we need to build a new economic model based on saving, investment and exports, instead of the debt-fuelled model of the last decade.",Nicholas Winterton,Con,25/03/2010,amendment of The Law,1
151338,"It is a £20 billion-plus industry and an essential trade, and in my part of the United Kingdom it is the most essential trade.",Ian Paisley,DUP,25/02/2014,Transatlantic Trade and Investment Partnership,18
856728,"Friend agree that, given that the Taliban continue to draw their funding from the illegal drugs trade, we must tackle them successfully on all fronts-not only militarily, politically and diplomatically, but economically too-by getting to grips with the illegal drugs trade and cutting off their funding at source?",Dan Byles,Con,07/07/2010,Afghanistan,19
30193,"On 1 March, the EU Council adopted a common position on the regulation, which lays down only the minimum requirement that companies trading in timber and timber products should exercise due diligence to minimise the risk of placing illegally harvested timber and timber products on the internal market.",Gregory Barker,Con,16/03/2010,"Illegally Logged Timber (Prohibition of Retail, Wholesale and Distribution)",21
114097,"Relations between Britain and Yemen are very good, so when can we restore direct flights between Sana'a and London, and allow Yemenis to apply in Sana'a for a visa to come to Britain, rather than have to go to Abu Dhabi or Cairo?",Keith Vaz,Lab,22/01/2013,Topical Questions [Oral Answers to Questions > Foreign and Commonwealth Office],19
3346375,"Therefore, we must foster innovation throughout the supply chain to bring new technology, products and expertise in order to stay ahead in a competitive market.",Peter Luff,Con,02/09/2014,Aerospace Industry,17
2814418,"More than a third of world trade is delivered by air, and about half of international tourism is facilitated by air links.",William McCrea,DUP,23/10/2013,Air Passenger Duty,10
37359,"That discussion must be had, because sometimes it is valuable to put things out to competition, but sometimes it is not.",Dai Havard,Lab,27/01/2009,Welfare Reform Bill,13
200071,"Of course, the global economic crisis will have an impact on the trade balance.",Gavin Strang,Lab,22/04/2009,Budget Resolutions and Economic Situation,18
779913,I hope that those of us who use the phrase “the new politics” will henceforth remember to indicate the irony of that phrase by perhaps using air-quotes when they say it.,Tom Harris,Lab,07/06/2010,Constitution and Home Affairs,20
1872930,"In a developed society such as ours, we need a vibrant, dynamic, reliable and robust means of executing payments and intermediating savings to entrepreneurs: we need a good banking system.",Steven Baker,Con,29/02/2012,Financial Institutions (Reform),15
1988560,"In fact, they could use it as a marketing tool that enables them to reassure their customers, who benefit from a good, healthy relationship between suppliers and retailers, that they engage in ethical, fair trading with all their suppliers.",Andrew George,LibDem,14/05/2012,Business and the Economy,18
2313022,Calf exports have been declining amid concerns in some important countries about bovine tuberculosis.,Caroline Lucas,GPEW,13/12/2012,Animal Welfare (Exports),4
3415756,"We concluded that the fifth year of a Parliament could, because we would know that it would be the last year, be very different culturally-although not this first time round, because we are not used to it.",Graham Allen,Lab,23/10/2014,Repeal of the Fixed-term  Parliaments Act 2011,20
6826,The balance of payments facility is a European Union loan of €50 billion that is to be made available.,Gordon Brown,Lab,23/03/2009,Spring European Council,19
16417,"Friend the Financial Secretary to the Treasury, replied:“In the 12 months ending 31 March 2009, HM Revenue and Customs have issued demands for £21,494 customs duty on products imported into the UK from Israeli settlements in the occupied Palestinian territory under the provisions of the EC-Israel Association Agreement.”- Products are coming into the United Kingdom from what many of us believe to be illegal settlements-there are strong legal arguments at international level that they are illegal settlements-yet we are accepting them into our country quite openly, to the point at which we are collecting customs duties on them.",Rob Marris,Lab,21/07/2009,Israeli Settlements,19
25726,She said that that was one of the most important factors in Denmark; the strength of Arla in its discussions and negotiations with supermarkets.,Daniel Kawczynski,Con,27/01/2010,Dairy Farming,4
71711,"Not only do we have the most monumental trade balance against us with Germany, but its trade balance with the rest of Europe is monumentally in its favour, and the Germans have done that largely through what we might call their skill or commercial nous.",Bill Cash,Con,14/09/2011,European Union Fiscal Union,18
74457,I absolutely agree that there is a very important role for the EU27 to strengthen and deepen the single market and to promote free trade-the EU has just concluded a free trade agreement with South Korea that benefits the British economy directly.,George Osborne,Con,27/10/2011,Eurozone Crisis,18
80105,The United Kingdom accounts for 36% of the European Union's wholesale finance industry and a 61% share of the EU's net exports of international transactions in financial services.,Edward Leigh,Con,08/12/2011,European Council,18
81459,"Member for Tooting (Sadiq Khan), that it was very important that Germany and Britain should work together on deepening and widening the single market, and on promoting competitiveness and growth, upon which the jobs of millions of people depend in this country and elsewhere in Europe.",David Cameron,Con,20/12/2011,Topical Questions [Oral Answers to Questions > Deputy Prime Minister],18
88475,"To be fair to the last Government, they spent quite a lot of time trying to push issues like the energy single market and the digital single market, so one would have thought that there would be some sort of welcome for the progress that has been made.",David Cameron,Con,05/03/2012,European Council,18
91290,"Amazon will claim not to be here at all-“We're in Luxembourg,” it will say-yet it fulfils its obligations here and trades here.",Charlie Elphicke,Con,16/04/2012,Finance (No. 4) Bill,18
99236,"We can deepen the single market, sign free trade agreements with third countries and reduce regulatory burdens.",Mark Hoban,Con,12/07/2012,Draft European Union Budget,18
100359,"We are certainly continuing to support the efforts that eurozone Governments are taking to make their currency zone more stable and sustainable than it is at present, but we are also continuing to emphasise at every EU meeting that Europe's competitiveness depends in the end on deepening the single market, improving free trade with the rest of the world, and cutting red tape and regulatory burdens on business.",David Lidington,Con,04/09/2012,Eurozone [Oral Answers to Questions > Foreign and Commonwealth Office],18
107168,Will the Minister confirm what the legal standing of a separate Scotland would be with the World Trade Organisation if at the point of secession it was not a member of the EU?,Ann McKechin,Lab,21/11/2012,UK Constituent Parts (EU),18
111016,"I want to see animals slaughtered as near as possible to their point of production, and I would prefer to see a trade in meat or germ plasm to a trade based on live animals, particularly where journeys may result in livestock travelling very long distances across Europe.",David Heath,LibDem,13/12/2012,Animal Welfare (Exports),4
111189,Will he assure this House that the historic trading links with the Commonwealth will be encouraged to continue and grow within Europe?,Jim Shannon,DUP,17/12/2012,European Council,18
124939,"The Prime Minister is there to seek the ear of the President on the EU-US trade deal, which is hugely important to this country and worth £10 billion a year.",Paul Blomfield,Lab,13/05/2013,Health and Social Care,18
135829,"I fear that that will weaken the Government's case for opting back into the European arrest warrant, when I believe the intention was to strengthen the case.",Dominic Raab,Con,14/10/2013,"Anti-Social Behaviour, Crime and Policing Bill (Programme) (No. 2)",12
139691,Member for Boston and Skegness (Mark Simmonds):“Have any discussions begun with overseas territories about the possible loss of EDF funding and their beneficiary trade deals with other European countries?,Gareth R Thomas,Lab,08/11/2013,European Union (Referendum) Bill,18
151794,"I look forward to hearing her speak to the two Houses of Parliament, especially about how our two countries together are working in partnership to deliver a more complete single market, greater competition and more free trade across the world.",Andrew Lansley,Con,27/02/2014,Business of the House,18
163040,"Building on that success and the growing reputation for British food and drink abroad, which I know from my own experience as an exporter in the sector, what plans do the Government have to use international sporting events, such as the Grand Départ of the Tour de France which arrives in Harrogate and Knaresborough in just three weeks, as a platform further to promote that success?",Andrew Jones,Con,12/06/2014,"Exports [Oral Answers to Questions > Environment, Food and Rural Affairs]",18
163263,"One fundamental recommendation is to reinstate the payment of ESA for practical reasons, and I will come on to that.",Sheila Gilmore,Lab,16/06/2014,Work Capability Assessments,18
169291,"Other commentators have suggested that negotiators from other, successfully resolved conflicts might offer a helpful perspective to those currently negotiating the future in Cyprus; it would be good to hear the Minister's view on that.",Gareth R Thomas,Lab,09/09/2014,Cyprus,19
173354,"We have already cut the EU budget, got Britain out of the bail-out schemes, vetoed a treaty that was not in our national interest, made vital progress on cutting red tape and completing the single market, and we are leading the push for what will be the biggest bilateral trade deal in history, between the EU and the US.",David Cameron,Con,27/10/2014,European Council,19
177329,"Member for Vale of Clwyd (Chris Ruane) says that that is all down to the Welsh Government, but almost all the inward investment projects that we secured for Wales last year involved the active support of UK Trade & Investment and the UK Government.",Stephen Crabb,Con,26/11/2014,Government Policies (Wales),18
180638,"May we have a debate about the way in which the transatlantic trade and investment partnership, or TTIP-the current negotiations for a better deal between the European Union and United States-can bring only opportunities for Britain's smallest businesses?",Julian Smith,Con,18/12/2014,Business of the House,18
794844,"Let us look at what happened on 31 May, particularly on the Mavi Marmara.",Bob Blackman,Con,14/06/2010,UK Policy on the Middle East,19
1573430,Friend the Member for Selby and Ainsty has mentioned King's Cross station.,Julian Sturdy,Con,13/09/2011,Tourism in Yorkshire,10
1706773,We are grateful for all three assurances.,Don Foster,LibDem,29/11/2011,London Olympic Games and Paralympic Games (Amendment) Bill,19
20043,"In fact, the rest of the world-the US, France, Germany and the eurozone-are all out of recession and we are still in it.",David Cameron,Con,18/11/2009,Debate on the Address,1
20551,"Based on my occasional visits there, Germany is no warmer than my constituency or the rest of Britain-it is about the same.",John Mann,Lab,24/11/2009,"Energy and Climate Change and Environment, Food and Rural Affairs",8
122855,Whatever they do or do not do is going to be looked at by politicians in the rest of Europe.,Christopher Chope,Con,16/04/2013,Draft Voting Eligibility (Prisoners) Bill (Joint Committee),2
168836,"It is he who has the problem, not us.",Alistair Darling,Lab,26/03/2009,Topical Questions [Oral Answers to Questions > Treasury],99
327191,I share the concern of my hon.,Mark Todd,Lab,18/06/2009,Rape [Oral Answers to Questions > Solicitor-General],12
328382,We hear again and again from the Prime Minister that the situation in the United States is to blame for the downturn in our economy.,Tobias Ellwood,Con,18/06/2009,Preparing Britain's Economy for the Future,1
410246,"They thought, “Why take this deal now?",Eric Joyce,Lab,21/07/2009,Israeli Settlements,19
658602,That investment in research will continue.,Ann Keen,Lab,23/02/2010,Topical Questions [Oral Answers to Questions > Health],3
900097,"The Minister has clarified many of my concerns, but some remain.",Iain Wright,Lab,22/07/2010,Academies Bill [Lords],6
1209373,"The Chartered Institute of Personnel and Development says that the impact of Government spending plans will mean a 200,000 drop in employment this year.",Anas Sarwar,Lab,03/02/2011,STV,5
1292791,"I have long experience of seeing this ideology develop, not particularly as an MP, but as a Government staffer.",Pat McFadden,Lab,15/03/2011,Quilliam Foundation,19
1511656,"We see the potential in the green deal for 100,000 jobs in that area by 2015, and perhaps 250,000 jobs in the longer term.",Charles Hendry,Con,07/07/2011,Employment and Skills (Energy Sector) [Oral Answers to Questions > Energy and Climate Change],5
1566321,"The commission will be set up by the Government, so the terms of reference will be set by Ministers.",Mark Harper,Con,09/09/2011,Legislation (Territorial Extent) Bill,20
1714303,"There are also the underemployed, and the economically inactive but wanting to work.",Sandra Osborne,Lab,30/11/2011,Scotland (Poverty),13
1935892,Real-terms spending in this country increased by more than 50% during the Labour years.,David Ruffley,Con,26/03/2012,Amendment of the Law,20
2055389,This year-the 10th year-they are taking it to the next level.,Esther McVey,Con,26/06/2012,Women (Global Economy),2
2078942,"Their most earnest wish is to return to their tribal home in the Negev, but that is not possible now.",Frank Doran,Lab,04/07/2012,West Bank (Area C),19
2651042,"Friend agree that the combination of an enterprise zone and a regional growth fund that has been supporting jobs in my area following the Pfizer closure, and which the Chancellor very kindly opened, has delivered 750 new jobs in one year?",Laura Sandys,Con,25/06/2013,Job Creation [Oral Answers to Questions > Treasury],5
2902622,What representations he has received on the level of green levies; and if he will make a statement.,Anne McIntosh,Con,28/11/2013,Green Levies [Oral Answers to Questions > Energy and Climate Change],8
2950026,"Despite the chaos caused by this Government, our A and E works well: it is a consistently high performer.",Lisa Nandy,Lab,18/12/2013,Accident and Emergency,3
3014075,I thank the Minister for his response and for the action that has been taken so far.,Andrew Griffiths,Con,27/01/2014,Psychoactive Substances [Oral Answers to Questions > Home Department],3
8554,"I want the next meeting of European Union Finance Ministers to be focused on rebuilding growth in Europe, based on the foundations laid by the G20 in London.",Alistair Darling,Lab,22/04/2009,Financial Statement,19
21282,It appears that the takeover directive falls within the scope of the European securities and markets authority.,Mark Hoban,Con,01/12/2009,European Financial Services Proposals,19
25218,That is where Europol is particularly important and where better use of Europol would be hugely beneficial.,Damian Green,Con,20/01/2010,UK Human Trafficking Centre,19
27154,"Looking even further ahead, by the end of the century, half of Bangladesh's coastal embankments could be breached by rising sea levels.",Michael Foster,Lab,09/02/2010,Climate Change (Bangladesh),7
27299,"In the Balkans, all opinion shows that support for European Union membership relies on the benefits of security as well as on economic prosperity.",John Greenway,Con,09/02/2010,Conflict Prevention,19
37434,"However, while works are carried out at London Bridge, the capacity of the station-the number of trains it can accommodate-will be reduced.",Norman Baker,LibDem,14/07/2010,Rail Services (South London Line),10
44479,I am also concerned that the Bill fails to deal with those designated by the European Union.,Julian Huppert,LibDem,15/11/2010,Terrorist Asset-Freezing etc. Bill [Lords],19
46578,"Our Government here in the United Kingdom are committed to ensuring that we invest in infrastructure that will support growth, and we have produced other support for business that is geared towards growth, but I take his points about the Scottish Government.",Michael Moore,LibDem,01/12/2010,Economy [Oral Answers to Questions > Oral Answers to Questions > Oral Answers to Questions > Scotland > Scotland > Scotland],1
47882,It will have a direct effect by undermining efforts towards economic and social development.,Kate Hoey,Lab,08/12/2010,Zimbabwe,19
49573,"First, why have the Government broken their pre-election pledge to keep EMA?",Luciana Berger,Lab,21/12/2010,Education,6
63108,"In a number of areas, London has a particular set of circumstances that are not shared by the rest of the country.",Angie Bray,Con,05/05/2011,Social Housing in London,14
79794,"In simple terms, it means that decisions should be taken as closely as possible to the citizens whom they affect, and that the European Union should act only when outcomes can be better achieved at European Union level.",Crispin Blunt,Con,07/12/2011,Common European Sales Law,19
94420,"Does he not accept that without a plan for growth and demand in Europe, we cannot get a solution on deficits across Europe that is either politically or economically sustainable?",Ed Miliband,Lab,23/05/2012,G8 and NATO Summits,1
94954,We have a Prime Minister who preaches growth while he is in Europe but practises austerity at home.,Geraint Davies,Lab,11/06/2012,Enterprise and Regulatory Reform Bill,1
97815,"Although Syria has been our immediate focus, we continue to build our foreign policy co-operation with Turkey on areas such as Afghanistan-my hon.",David Lidington,Con,04/07/2012,UK-Turkey Relations,19
99316,The Government must recognise that the country is far more Eurosceptic and suspicious of EU budget spending than the élites of Europe who are disproportionately spoken for in the House.,Ian Davidson,Lab,12/07/2012,Draft European Union Budget,19
102224,Friend agree that there is a serious proportionality problem with the European arrest warrant?,Michael Ellis,Con,15/10/2012,European Justice and Home Affairs Powers,19
117543,"I do not share his view that Britain would be better off outside the European Union, but I accept what he says: we need to convince people that Europe and the bureaucracy live on a tight budget.",David Cameron,Con,11/02/2013,European Council,19
120004,"The Government have supported his constituency through the London enterprise fund, aimed solely at Tottenham and Croydon.",Stephen Hammond,Con,05/03/2013,Crossrail 2,10
121993,This Government are making sure that people can invest in the United Kingdom with confidence and know that if they make a profit in this country they will do so with the right to a more competitive tax advantage than in any other part of the world.,Guto Bebb,Con,21/03/2013,Budget Resolutions and Economic Situation,1
125321,"Friend the Prime Minister seeks-a Europe that is more globally competitive and more flexible, a Europe that creates jobs and offers its people prosperity and accountability.",George Osborne,Con,15/05/2013,Economic Growth,19
141733,"He said that there was less money in the budget from Europe, which may be true, but the UK Government argued for a lower budget.",Michael Weir,SNP,26/11/2013,CAP Budget,4
152080,"Russia's actions in Ukraine represent the ramping up of a strategy of pursuing self-interested, unbridled, robust and determined actions.",Neil Carmichael,Con,04/03/2014,Ukraine [Oral Answers to Questions > Foreign and Commonwealth Office],19
167022,"This is more for the Minister's ear, I suppose, but does the hon.",Stuart Andrew,Con,15/07/2014,Regional Airports,10
174486,I think Britain is better off in a reformed European Union.,David Cameron,Con,05/11/2014,Engagements [Oral Answers to Questions > Prime Minister],20
174799,"The green growth group, which this Government set up in Europe to bring Ministers together, was critical in securing that deal.",Edward Davey,LibDem,06/11/2014,Annual Energy Statement,8
97993,"I am sure that everyone on the Committee would agree that we work together extremely well, and we also get on very well, I am glad to say.",Greg Mulholland,LibDem,26/02/2009,Carers,20
236051,"However, may I urge my right hon.",Rob Marris,Lab,06/05/2009,Finance Bill,99
258702,"They must realise that they will not be supported, through arms sales, international finance and trade, as long as the killing continues and people in Sri Lanka are denied basic human and political rights.",Neil Gerrard,Lab,14/05/2009,Sri Lanka,19
703641,That is a start towards trying to restore at least some trust and faith in the political process.,Laurence Robertson,Con,11/03/2010,Northern Ireland Assembly Members  Bill [Lords],20
736520,If my right hon. and hon.,Michael Fallon,Con,25/03/2010,amendment of The Law,99
873386,"I am aware that people living in different parts of her constituency access different minor injury units, including those at the community hospitals at Trowbridge, Chippenham, Andover and Newbury, and that minor injury treatment continues to be available at the A and E departments in the acute hospitals in Salisbury, Bath and Swindon.",Simon Burns,Con,13/07/2010,Minor Injuries Services (Devizes),3
1028883,The right hon.,John Hayes,Con,10/11/2010,Local Enterprise Partnerships  (South-West),99
1082963,It is crucial that we get the model right.,Tom Greatrex,Lab,01/12/2010,National Policy Statements,99
1164484,"Under the previous Government there was also a push towards equivalence of qualifications, and people from low-income backgrounds ended up taking fewer academic qualifications.",Elizabeth Truss,Con,19/01/2011,Education Maintenance Allowance [petition],6
1187361,It is a bit rich for the hon.,Philip Hammond,Con,27/01/2011,Coastguard Services [Oral Answers to Questions > Transport],12
1195107,He was right.,Simon Burns,Con,31/01/2011,Health and Social Care Bill,13
1237817,"I am delighted that on that, if nothing else, we agree with the Government.",Chris Bryant,Lab,15/02/2011,Parliamentary Voting System and Constituencies Bill,20
1253559,"I am grateful for the opportunity to speak in this debate, and I congratulate the hon.",Albert Owen,Lab,28/02/2011,Big Society,99
1256769,"In relation to terrorism prevention and investigation measures, which are being dealt with separately to some extent, let me say as an aside that I hope we will be given more clarification of precisely what is being proposed.",Tom Brake,LibDem,01/03/2011,Protection of Freedoms Bill,19
1265021,"Gentleman has never felt desperately constrained by that, although I am impressed that on no fewer than eight out of 10 occasions during this Parliament, he has supported the Government, which may come as some surprise to those on the Treasury Bench.",David Heath,LibDem,03/03/2011,Voting Advice (Publication) [Oral Answers to Questions > Leader of the House],2
1421278,We all knew that we would have to make cuts; let us talk about where those cuts should fall and what the rights numbers are to guarantee safety.,Claire Perry,Con,23/05/2011,Policing and Crime,12
1433131,"They know that a blank piece of paper is no answer, and they know that we are fighting at every level for women.",Louise Mensch,Con,08/06/2011,Women (Government Policies),2
1506632,I would say to the right hon.,David Cameron,Con,06/07/2011,Engagements [Oral Answers to Questions > Prime Minister],99
1556802,"Registered counsellors, who have e-mailed me regularly since the amendment was tabled, say that they would love to work-counselling is a growing industry-and to have the opportunity to work with women in that situation.",Nadine Dorries,Con,07/09/2011,Health and Social Care (Re-committed) Bill,13
1628747,"In addition, if it is practical to do so, we want to make good use of the buildings that are available.",Bob Neill,Con,25/10/2011,Fire and Rescue Centres (North-West),12
1652170,He will also be aware that my right hon.,John Penrose,Con,03/11/2011,"Tourism [Oral Answers to Questions > Culture, Media and Sport]",15
1804337,It would be helpful if the Minister clarified whether the Government still believe in that Act or whether they feel that it should be repealed.,Philip Davies,Con,25/01/2012,London Local Authorities Bill [Lords],20
1837760,I am not surprised that the right hon.,Ed Miliband,Lab,08/02/2012,Engagements [Oral Answers to Questions > Prime Minister],99
1858640,"Today, we have talked about the Tamils and their human rights.",Jim Shannon,DUP,22/02/2012,Sri Lanka (Human Rights),19
1872651,What my right hon.,David Cameron,Con,29/02/2012,Engagements [Oral Answers to Questions > Prime Minister],99
2051591,"I beg to move amendment 33, page 5, line 12, after ‘penalty', insert ‘of £500'.",Graham Allen,Lab,25/06/2012,Electoral Registration and Administration Bill,2
2088368,Pork-barrel has been replaced by stand-off.,Jesse Norman,Con,09/07/2012,House of Lords Reform Bill,20
2135779,I absolutely agree with my right hon.,George Osborne,Con,11/09/2012,Infrastructure [Oral Answers to Questions > Treasury],99
2229868,I will move on to the point the hon.,Kevan Jones,Lab,07/11/2012,Combat Troop Withdrawal (Afghanistan),16
2388018,I am most grateful to right hon. and hon.,Alan Beith,LibDem,24/01/2013,Freedom of Information,2
2388511,I am sure that my right hon.,Anne McIntosh,Con,25/01/2013,Offshore Gambling Bill,15
2399795,Would the Government repatriate and repeal?,Ian Murray,Lab,30/01/2013,Europe,19
2418198,Gentleman is absolutely right.,Madeleine Moon,Lab,06/02/2013,Suicide Prevention,3
2440712,"You took the words right out of my mouth, Mr Speaker.",Chris White,Con,14/02/2013,"Olympic/Paralympic Games: Legacy [Oral Answers to Questions > Culture, Media and Sport]",19
2642267,"Yes, these rules are keeping families apart, not helping them to unite and support each other, even where uniting them could help them to progress in their family life.",Virendra Sharma,Lab,19/06/2013,Family Migration Rules,19
2673352,"He identified the fact that faith groups not only of Christian denominations, but right across the piece-faith groups of all persuasions-do some excellent work in the community.",Chris Williamson,Lab,02/07/2013,Local Government and Faith Communities,13
2733583,My second point is that there is a real risk that the proposals will make lobbying less transparent than it is now.,Angela Eagle,Lab,03/09/2013,"Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Bill",20
2824375,"This shows that underneath a lot of localist rhetoric, the right hon.",Hilary Benn,Lab,28/10/2013,Local Audit and Accountability Bill [Lords],20
3013945,"With this toxic combination stretching the fabric of partnership working and community policing to breaking point, what steps is the right hon.",Emma Lewell-Buck,Lab,27/01/2014,Police Forces (Local Authority Funding) [Oral Answers to Questions > Home Department],12
3040744,I do not say that to plead poverty; I recognise that I am very well off.,Heidi Alexander,Lab,05/02/2014,Housing (London),14
3127527,Does that not say it all about them?,Ed Miliband,Lab,19/03/2014,Budget Resolutions and Economic Situation,1
3276389,I commend my right hon.,Bob Blackman,Con,26/06/2014,NHS Investigations (Jimmy Savile),3
3367685,Friend is absolutely right.,Philip Hammond,Con,10/09/2014,"Ukraine, Middle East, North Africa  and Security",19
3457640,I have a number of questions for the Justice Secretary.,Sadiq Khan,Lab,11/11/2014,Prison Communications,12
3482956,Gentleman says.,David Mowat,Con,25/11/2014,Fracking,7
3489477,"I see the logic in trying to have official pitches, and it all seems straightforward, but unfortunately it is not.",Alan Haselhurst,Con,26/11/2014,Illegal Encampments (East of England),2
2270,The Poles and Russians also had millions of victims at the hands of Nazi Germany.,Greg Hands,Con,29/01/2009,Holocaust Memorial Day,21
2829,"Friend informed us that confidentiality in the handling of information between agencies is a cornerstone of all intelligence relationships-especially the one between this country and its most important ally, the United States-and that, as the judges say, release of the information at issue here would come through not the United Kingdom but the United States, will he confirm that allegations about the complicity of our agencies in this case must be referred to the Investigatory Powers Tribunal, which is the only body with the legal power to investigate fully any allegation of misconduct by the UK agencies?",Kim Howells,Lab,05/02/2009,Binyam Mohamed,19
3783,"They also say that they want the legislation to be enacted and up and running by the first anniversary of the creation of the Northern Ireland Executive-and, they say, it is now two years since the creation of the Executive, so we are way behind time.",Andrew MacKinlay,Lab,25/02/2009,Business of the House,20
14124,I concede that that had as much to do with the febrile political atmosphere in revolutionary France as to the quality and relevance of the rights and declaration.,David Burrowes,Con,25/06/2009,Bill of Rights (UK),2
15274,"That is why I have spoken this morning to the assistant commissioner, specialist operations, John Yates, and why my right hon.",David Hanson,Lab,09/07/2009,Newspapers (Surveillance Methods),17
